xco2
388.09
394.51
396.52
396.88
398.03
398.81
398.81
399.22
399.84
400.36
400.71
400.94
401.15
401.89
402.19
402.53
402.64
402.65
402.71
402.79
403.03
403.1
403.12
403.16
403.36
403.38
403.39
403.4
403.56
403.62
403.63
403.7
403.85
403.89
403.91
404.01
404.06
404.16
404.18
404.19
404.3
404.34
404.35
404.36
404.36
404.37
404.37
404.45
404.45
404.48
404.5
404.5
404.52
404.55
404.58
404.62
404.62
404.65
404.67
404.68
404.68
404.69
404.69
404.69
404.69
404.69
404.7
404.72
404.72
404.72
404.73
404.75
404.77
404.8
404.8
404.8
404.84
404.84
404.84
404.84
404.86
404.9
404.9
404.9
404.9
404.91
404.96
404.97
404.98
404.98
405
405.03
405.03
405.03
405.04
405.05
405.06
405.06
405.09
405.09
405.11
405.12
405.12
405.12
405.14
405.15
405.16
405.16
405.17
405.19
405.21
405.21
405.21
405.21
405.22
405.22
405.22
405.23
405.23
405.23
405.24
405.24
405.25
405.25
405.25
405.25
405.27
405.27
405.28
405.28
405.28
405.28
405.28
405.29
405.29
405.3
405.3
405.3
405.31
405.31
405.31
405.32
405.32
405.33
405.33
405.33
405.34
405.35
405.35
405.35
405.35
405.35
405.36
405.36
405.36
405.36
405.36
405.37
405.37
405.37
405.37
405.38
405.38
405.4
405.4
405.4
405.41
405.41
405.41
405.41
405.42
405.42
405.42
405.43
405.43
405.45
405.45
405.45
405.46
405.46
405.46
405.46
405.46
405.46
405.46
405.47
405.47
405.47
405.48
405.48
405.48
405.48
405.48
405.49
405.49
405.49
405.49
405.5
405.5
405.5
405.5
405.5
405.5
405.51
405.51
405.52
405.52
405.52
405.52
405.52
405.52
405.52
405.52
405.52
405.53
405.53
405.53
405.53
405.53
405.53
405.53
405.54
405.54
405.54
405.54
405.54
405.54
405.54
405.54
405.54
405.54
405.55
405.55
405.55
405.55
405.56
405.56
405.56
405.56
405.56
405.56
405.56
405.56
405.57
405.57
405.57
405.57
405.57
405.58
405.58
405.58
405.58
405.58
405.58
405.58
405.59
405.59
405.59
405.59
405.59
405.6
405.6
405.6
405.6
405.6
405.6
405.61
405.61
405.61
405.61
405.61
405.61
405.61
405.61
405.62
405.62
405.62
405.62
405.62
405.62
405.62
405.62
405.63
405.63
405.63
405.63
405.63
405.63
405.63
405.64
405.64
405.64
405.64
405.64
405.64
405.65
405.65
405.65
405.65
405.65
405.65
405.66
405.66
405.66
405.66
405.66
405.66
405.66
405.66
405.66
405.66
405.67
405.67
405.67
405.67
405.67
405.67
405.67
405.67
405.67
405.67
405.67
405.67
405.68
405.68
405.68
405.68
405.68
405.68
405.68
405.69
405.69
405.69
405.69
405.69
405.69
405.7
405.7
405.7
405.7
405.7
405.7
405.7
405.7
405.7
405.7
405.7
405.71
405.71
405.71
405.71
405.71
405.71
405.71
405.72
405.72
405.72
405.72
405.72
405.72
405.72
405.72
405.73
405.73
405.73
405.73
405.73
405.74
405.74
405.74
405.74
405.74
405.74
405.74
405.74
405.74
405.74
405.75
405.75
405.75
405.75
405.75
405.75
405.75
405.75
405.75
405.75
405.75
405.75
405.76
405.76
405.76
405.76
405.76
405.76
405.77
405.77
405.77
405.77
405.77
405.77
405.77
405.77
405.77
405.77
405.78
405.78
405.78
405.78
405.78
405.78
405.78
405.78
405.78
405.78
405.78
405.79
405.79
405.79
405.79
405.79
405.79
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.8
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.81
405.82
405.82
405.82
405.82
405.82
405.82
405.82
405.82
405.82
405.82
405.82
405.82
405.83
405.83
405.83
405.83
405.83
405.83
405.83
405.83
405.83
405.83
405.84
405.84
405.84
405.84
405.84
405.84
405.84
405.84
405.84
405.85
405.85
405.85
405.85
405.85
405.85
405.85
405.85
405.85
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.86
405.87
405.87
405.87
405.87
405.87
405.87
405.87
405.87
405.87
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.88
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.89
405.9
405.9
405.9
405.9
405.9
405.9
405.9
405.9
405.9
405.9
405.9
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.91
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.92
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.93
405.94
405.94
405.94
405.94
405.94
405.94
405.94
405.94
405.94
405.94
405.95
405.95
405.95
405.95
405.95
405.95
405.95
405.95
405.95
405.95
405.95
405.95
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.96
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.97
405.98
405.98
405.98
405.98
405.98
405.98
405.98
405.98
405.98
405.98
405.98
405.98
405.99
405.99
405.99
405.99
405.99
405.99
405.99
405.99
405.99
405.99
405.99
406
406
406
406
406
406
406
406
406
406
406
406
406
406
406
406
406
406
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.01
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.02
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.03
406.04
406.04
406.04
406.04
406.04
406.04
406.04
406.04
